,Search Names,Search Name,# debtholders,Original Names,count,6p_Total,6p_def_Total,3p_Total,Location,Family Size,Slavecount,Match Status,Match Reason,notes,url
614,['Matthew Ten Eyck'],Matthew Ten Eyck,1,['Matthew Ten Eyck'],2,0.0,0.0,1539.0,,,,No Match,Too Many Potential Matches Found (5),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Matthew Ten_Eyck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
707,['Robert Hodge'],Robert Hodge,1,['Robert Hodge'],1,2928.0,1514.0,1534.0,"New York City East Ward, New York, New York",8.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Hodge&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
823,['Uriah Fields'],Uriah Fields,1,"['Uriah Field', 'Uriah Fields']",3,0.0,0.0,1527.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Uriah_Field&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
15,['Abraham Duryee'],Abraham Duryee,1,['Abraham Duryee'],1,2780.0,1390.0,1525.0,,,,No Match,Too Many Potential Matches Found (5),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham_Duryee&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
60,['Archibald Gracie'],Archibald Gracie,1,['Archibald Gracie'],5,0.0,0.0,1500.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Archibald_Gracie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
116,['Charles McKnight'],Charles McKnight,1,['Charles McKnight'],1,0.0,0.0,1494.0,"New York City North Ward, New York, New York",9.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles_McKnight&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
783,['Thomas Durie'],Thomas Durie,1,['Thomas Durie'],2,0.0,0.0,1493.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Durie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
48,['Andrew Stockholm'],Andrew Stockholm,1,['Andrew Stockholm'],3,0.0,0.0,1490.0,"Bushwick, Kings, New York",15.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Andrew_Stockholm&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
318,['Izahiah Wetmore'],Izahiah Wetmore,1,['Izahiah Wetmore'],2,0.0,0.0,1481.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Izahiah_Wetmore&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
750,Silas Condict,Silas Condict,1,"['Silas Condict', 'Silas Condich']",1,1815.0,957.0,1478.0,,,,No Match,No Match Found,See Supplementary Table,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Silas_Condict&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
481,['John Landers'],John Landers,1,['John Landers'],1,0.0,0.0,1477.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Landers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
211,['Evert Swart'],Evert Swart,1,['Evert W Swart'],1,0.0,0.0,1475.0,"Fishkill, Dutchess, New York",9.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Evert W_Swart&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
301,['Ichabod Burnet'],Ichabod Burnet,1,['Ichabod Burnet'],1,0.0,0.0,1462.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ichabod_Burnet&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
842,['William C Mumford'],William C Mumford,1,"['William C Mumford', 'William Mumford and Co']",2,0.0,0.0,1460.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William C_Mumford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
449,['John Dennis'],John Dennis,1,['John Dennis'],2,0.0,0.0,1458.0,,,,No Match,Too Many Potential Matches Found (5),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Dennis&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
18,['Abraham G Lansing'],Abraham G Lansing,1,['Abraham G Lansing'],3,0.0,0.0,1457.0,,,,No Match,Too Many Potential Matches Found (8),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Abraham G_Lansing&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
547,['Jonathan Lawrence'],Jonathan Lawrence,1,['Jonathan Lawrence'],3,0.0,0.0,1457.0,,,,No Match,Too Many Potential Matches Found (4),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Lawrence&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
685,['Prosper Wetmore'],Prosper Wetmore,1,['Prosper Wetmore'],4,0.0,0.0,1416.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Prosper_Wetmore&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
602,['Mary Beekman'],Mary Beekman,1,['Mary Beekman'],2,2541.0,1320.0,1412.0,"New York City North Ward, New York, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Mary_Beeckman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
207,['Enoch Leonard'],Enoch Leonard,1,['Enoch Leonard'],1,0.0,0.0,1409.0,"New York City Out Ward, New York, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Enoch_Leonard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
122,['Chevallier and Rainctaux'],Chevallier and Rainctaux,1,['Chevallier and Rainctaux'],1,0.0,0.0,1403.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Chevallier and_Rainctaux&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
653,"['P Dennis', 'Patrick Dennis']",Patrick Dennis,2,"['P Dennis', 'Patric Dennis', 'Patrick Dennis']",1,1231.0,616.0,1399.0,"[nan, 'New York City West Ward, New York, New York']","[nan, 5.0]","[nan, nan, nan]","['No Match', 'Match']","['No Match Found', 'Full Match']",See Supplementary Table,"['https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=P_Dennis&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0', 'https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Patrick_Dennis&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0', 'https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Patric_Dennis&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0']"
146,['Daniel Cott'],Daniel Cott,1,['Daniel L Coit'],1,0.0,0.0,1363.0,"Huntington, Suffolk, New York",4.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Daniel L_Coit&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
506,['John R Livingston'],John R Livingston,1,['John R Livingston'],3,226.0,114.0,1344.0,,,,No Match,Too Many Potential Matches Found (11),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John R_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
624,['Morgan Lewis'],Morgan Lewis,1,['Morgan Lewis'],1,0.0,0.0,1341.0,"Rhinebeck, Dutchess, New York",11.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Morgan_Lewis&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
394,['Jaques Voorkees'],Jaques Voorkees,1,['Jaques Voorkees'],1,0.0,0.0,1332.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jaques_Voorkees&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
285,['Henry Quackenbuss'],Henry Quackenbuss,1,['Henry Quackenbush'],1,0.0,0.0,1313.0,"Watervliet, Albany, New York",14.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Henry_Quackenbush&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
840,['William Bull'],William Bull,1,['William Bull'],1,0.0,0.0,1303.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Bull&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
758,['Solomon Peter del Hastet'],Solomon Peter del Hastet,1,['Solomon Peter del Hastet'],1,0.0,0.0,1295.0, Dutchess,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Solomon Peter del_Hastet&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
453,['John Ellison'],John Ellison,1,['John Ellison'],1,0.0,0.0,1283.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Ellison&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
100,['Caspar Clan'],Caspar Clan,1,['Caspar Clan'],1,0.0,0.0,1283.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Caspar_Clan&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
255,['George Warner'],George Warner,1,['George Warner'],1,0.0,0.0,1278.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Warner&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
330,['Jacob De La Montagne'],Jacob De La Montagne,1,['Jacob Dela Montagnie'],1,0.0,0.0,1260.0,"New York City West Ward, New York, New York",3.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob Dela_Montagnie&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
417,['John Beardslee'],John Beardslee,1,['John Beardslee'],6,0.0,0.0,1258.0,"Warwick, Orange, New York",3.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Beardslee&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
465,['John H Beeckman'],John H Beeckman,1,['John H Beeckman'],1,0.0,0.0,1256.0,,,,No Match,Too Many Potential Matches Found (5),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John H_Beeckman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
809,['Thomas Storm'],Thomas Storm,1,['Thomas Storm'],4,508.0,255.0,1247.0,,,,No Match,Too Many Potential Matches Found (4),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Storm&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
524,['John Taylor'],John Taylor,1,['John Taylor'],2,0.0,0.0,1244.0,,,,No Match,Too Many Potential Matches Found (30),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Taylor&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
587,['Malachi Treat'],Malachi Treat,1,['Malachi Treat'],2,0.0,0.0,1214.0,"New York City North Ward, New York, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Malachi_Treat&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
402,['Jeremiah Van Rensellaer'],Jeremiah Van Rensellaer,1,['Jeremiah Van Rensealear'],1,0.0,0.0,1199.0,"Rhinebeck, Dutchess, New York",7.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jeremiah Van_Rensealear&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
814,['Thomas Wickes'],Thomas Wickes,1,['Thomas Wickes'],1,0.0,0.0,1181.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Wickes&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
361,['James Dean'],James Dean,1,['James Dean'],1,0.0,0.0,1179.0,"Whites, Montgomery, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Dean&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
793,['Thomas L Vickers'],Thomas L Vickers,1,['Thomas L Vickers'],1,0.0,0.0,1160.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas L_Vickers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
748,['Seth Jenkins'],Seth Jenkins,1,['Seth Jenkins'],1,0.0,0.0,1158.0,"Hudson, Columbia, New York",10.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Seth_Jenkins&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
816,['Timothy Pitkin'],Timothy Pitkin,1,['Timothy Pitkin'],2,0.0,0.0,1157.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Timothy_Pitkin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
436,['John Constable'],John Constable,1,['John Constable'],1,0.0,0.0,1151.0, Ulster,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Constable&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
463,['John Griffiths'],John Griffiths,1,['John Griffith'],1,0.0,0.0,1145.0,"New York City Out Ward, New York, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Griffith&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
726,['Samuel Beebe'],Samuel Beebe,1,['Samuel Beebe'],6,0.0,0.0,1121.0,,,,No Match,Too Many Potential Matches Found (3),Potentially Multiple People,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_Beebe&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
26,['Adoniah Schuyler'],Adoniah Schuyler,1,['Adoniah Schuyler'],1,0.0,0.0,1117.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Adoniah_Schuyler&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
716,['Robert Troupe'],Robert Troupe,1,['Robert Troup'],2,0.0,0.0,1112.0,"New York City North Ward, New York, New York",16.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Troup&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
759,['Solomon Townsend'],Solomon Townsend,1,['Solomon Townsend'],1,0.0,0.0,1106.0,"New York City East Ward, New York, New York",10.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Solomon_Townsend&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
745,['Samuel Wullys Pumray'],Samuel Wullys Pumray,1,['Samuel Wullys Pumray'],1,0.0,0.0,1106.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel Wullys_Pumray&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
320,['J H Livingston'],J H Livingston,1,['J H Livingston'],1,0.0,0.0,1089.0,,,,No Match,Too Many Potential Matches Found (2),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=J H_Livingston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
203,['Elizabeth Graham'],Elizabeth Graham,1,['Elizabeth Graham'],1,0.0,0.0,1087.0,"New York City Dock Ward, New York, New York",4.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elizabeth_Graham&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
778,['Thomas Bibby'],Thomas Bibby,1,['Thomas Bibby'],1,0.0,0.0,1077.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Bibby&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
312,['Isaac Rowley'],Isaac Rowley,1,['Isaac Riley'],4,0.0,0.0,1073.0,"New Paltz, Ulster, New York",5.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Riley&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
876,['Zacharias Hoffman'],Zacharias Hoffman,1,['Zacharias Hoffman'],1,0.0,0.0,1066.0,,,,No Match,Too Many Potential Matches Found (3),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Zacharias_Hoffman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
405,['Jn F Grenus'],Jn F Grenus,1,['Jn F Grenus'],1,0.0,0.0,1063.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jn F_Grenus&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
345,['Jacques de Volder'],Jacques de Volder,1,['Jacques de Volder'],1,0.0,0.0,1060.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacques de_Volder&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
356,['James Cockcraft'],James Cockcraft,1,"['James Cockroft', 'James Cockcroft']",3,300.0,200.0,1059.0,"New York City East Ward, New York, New York",4.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Cockroft&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
765,['Stephen Lush'],Stephen Lush,1,['Stephen Lush'],2,0.0,0.0,1058.0,"Albany Ward 3, Albany, New York",9.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Lush&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
25,['Adam Gilchrist'],Adam Gilchrist,1,['Adam Gilchrist'],2,0.0,0.0,1055.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Adam_Gilchrist&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
576,['Leonard D'],Leonard D,1,['Leonard D Nicoll'],2,0.0,0.0,1054.0,"New Windsor, Ulster, New York",3.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Leonard D_Nicoll&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
460,['John Glover'],John Glover,1,['John Glover'],1,0.0,0.0,1052.0,,,,No Match,Too Many Potential Matches Found (4),,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Glover&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
578,['Lewis Pintard'],Lewis Pintard,1,['Lewis Pintard'],1,0.0,0.0,1052.0,"New Rochelle, Westchester, New York",6.0,,Match,Full Match,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Lewis_Pintard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
751,['Silas Pepoom'],Silas Pepoom,1,"['Silas Pepoom', 'Silas Pepoon']",3,0.0,0.0,1040.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Silas_Pepoom&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
360,['James Davenport'],James Davenport,1,['John and James Davenport'],4,0.0,0.0,1039.0, Ulster,,,Match,Only Location Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Davenport&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
580,['Loomis and Tillinghast'],Loomis and Tillinghast,1,['Loomis and Tillinghast'],1,0.0,0.0,1036.0,,,,No Match,No Match Found,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Loomis and_Tillinghast&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
