,Index,Original Name,Search Name,Name #,Match Status,Match Reason,Location,Family Size,Slavecount,url
336,498,['James LeGrange'],['Jacobus Legrange'],1,Match,Full Match,"Albany Ward 2, Albany, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_LeGrange&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
337,502,['Moses Estey'],['Moses Estey'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Moses_Estey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
338,503,['Hezekiah Thompson'],['Hezekiah Thompson'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hezekiah_Thompson&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
339,505,['Uriah Fields'],['Uriah Fields'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Uriah_Fields&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
340,507,['William Boyd'],['Willm Boyd'],1,Match,Full Match,"Schachticoke, Albany, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Boyd&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
341,512,['Gerardus Beekman'],['Gerardus Beekman'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gerardus_Beekman&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
342,513,['Catherine and Rachel Dow'],['Catherine Dow'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Dow&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
343,513,['Catherine and Rachel Dow'],['Rachel Dow'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Rachel_Dow&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
344,514,['Benjamin Welles'],['Benjamin Welles'],1,No Match,Too Many Potential Matches Found 8,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Welles&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
345,517,['John VanCeuven'],['John VanCeuven'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_VanCeuven&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
346,518,['Hendrick Schoonmaker'],['Hendrick Schoonmaker'],1,Match,Full Match,"Kingston, Ulster, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Hendrick_Schoonmaker&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
347,519,['Tunis Bergen'],['Tunis Bergen'],1,Match,Only Location Found, Kings,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Tunis_Bergen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
348,520,['Tharck Schoonmaker'],['Tharck Schoonmaker'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Tharck_Schoonmaker&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
349,523,['John Fell'],['John Fell'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Fell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
350,524,['Garret Hopper'],['Garret Happer'],1,Match,Full Match,"New York City West Ward, New York, New York",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Garret_Hopper&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
351,525,['Alexander Miller'],['Alexander Miller'],1,Match,Full Match,"Warwick, Orange, New York",6,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Miller&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
352,529,['John Fondey'],['John Fondey'],1,No Match,Too Many Potential Matches Found 8,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Fondey&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
353,530,['Thomas Lansing'],['Thomas Lansing'],1,Match,Full Match,"Albany Ward 1, Albany, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Lansing&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
354,531,['William Hunn'],['William Hunn'],1,Match,Full Match,"Albany Ward 3, Albany, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Hunn&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
355,532,['John Cox'],['John Cox'],1,No Match,Too Many Potential Matches Found 7,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Cox&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
356,533,['Jesse Woodhull'],['Jesse Woodhull'],1,Match,Full Match,"New Cornwall, Orange, New York",24,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jesse_Woodhull&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
357,534,['Jacobus Swartwort'],['Jacobus Swartwort'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacobus_Swartwort&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
358,535,['Cornelius Vanderbergh'],['Cornelius Vanderbergh'],1,Match,Only Location Found, Albany,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius_Vanderbergh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
359,536,['Barant Ten Eyck'],['Barant Ten Eyck'],1,No Match,Too Many Potential Matches Found 6,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Barant Ten_Eyck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
360,537,['Cournradt Ten Eyck'],['Cournradt Ten Eyck'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cournradt Ten_Eyck&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
361,538,['Margaret Barclay'],['Margaret Barclay'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Margaret_Barclay&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
362,539,['Gilbert Totten'],['Gilbert Totten'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gilbert_Totten&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
363,540,['David Wolfe'],['David Wolf'],1,Match,Full Match,"New York City North Ward, New York, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Wolfe&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
364,542,['Jacob Morton'],['Jacob Morton'],1,Match,Full Match,"New York City West Ward, New York, New York",13,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Morton&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
365,550,['Jacob Morrell'],['Jacob Morrel'],1,Match,Full Match,"Newtown, Queens, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Morrell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
366,551,['Peter Taulman'],['Peter Taulman'],1,Match,Full Match,"Orange, Orange, New York",4,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Taulman&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
367,552,['Sarah Sterling'],['Sarah Sterling'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sarah_Sterling&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
368,555,['Peter Gansevoort'],['Peter Gansevoort'],1,Match,Full Match,"Albany Ward 3, Albany, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Peter_Gansevoort&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
369,560,['Elias Bayley Dayton'],['Elias Bayley Dayton'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias Bayley_Dayton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
370,563,['Israel Canfield'],['Israel Canfield'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Israel_Canfield&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
371,564,['John C Wynkoop'],['John C Wynkoop'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John C_Wynkoop&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
372,565,['Stephen Lush'],['Stephen Lush'],1,Match,Full Match,"Albany Ward 3, Albany, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Stephen_Lush&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
373,567,['Solomon Peter del Hastet'],['Solomon Peter del Hastet'],1,Match,Only Location Found, Dutchess,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Solomon Peter del_Hastet&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
374,569,['John Collin'],['John Collin'],1,No Match,Too Many Potential Matches Found 7,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Collin&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
375,570,['James Van Haesen'],['Jacobus V'],1,Match,Full Match,"Rensselaerwick, Albany, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James Van_Haesen&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
376,571,['Thomas Ellison'],['Thomas Ellison'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Ellison&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
377,572,['John Ellison'],['John Ellison'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Ellison&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
378,573,['William Ellison'],['William Ellison'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Ellison&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
379,575,['Elias Dayton'],['Elias Dayton'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elias_Dayton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
380,579,['Sarah Rogers'],['Sarah Rogers'],1,Match,Only Location Found, Suffolk,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Sarah_Rogers&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
381,580,['Christopher Meng'],['Christopher Meng'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christopher_Meng&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
382,590,['Patrick Kennan'],['Patrick Kennan'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Patrick_Kennan&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
383,591,['Bastian T Vissher'],['Bastian T Vissher'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Bastian T_Vissher&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
384,594,['Elijah Hunter'],['Elijah Hunter'],1,Match,Full Match,"Mount Pleasant, Westchester, New York",15,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elijah_Hunter&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
385,597,['John Dennis'],['John Dennis'],1,No Match,Too Many Potential Matches Found 5,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Dennis&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
386,601,['Nicholas Bogardus'],['Nicholas Bogardus'],1,Match,Full Match,"Kingston, Ulster, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Nicholas_Bogardus&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
387,606,['Isaac Backer'],['Isaac Backer'],1,No Match,Too Many Potential Matches Found 4,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Backer&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
388,607,['Christopher A Yates'],['Christopher A'],1,Match,Full Match,"Watervliet, Albany, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Christopher A_Yates&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
389,608,['Catherine Bradford'],['Catharine Bradford'],1,Match,Full Match,"New York City East Ward, New York, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Bradford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
390,609,['Catherine Branford'],['Catherine Branford'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Branford&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
391,618,['Jonas Wade'],['Jonas White'],1,Match,Full Match,"Balls Town, Albany, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonas_Wade&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
392,622,['George Douglass'],['George Douglass'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Douglass&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
393,626,['Ananias Cooper'],['Ananias Cooper'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ananias_Cooper&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
394,629,['Ann Simonton'],['Ann Simonton'],1,No Match,Too Many Potential Matches Found 2,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ann_Simonton&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
395,630,['John Tryon'],['John Tryon'],1,Match,Full Match,"Canaan, Columbia, New York",10,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Tryon&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
396,631,['John Close'],['John Close'],1,Match,Full Match,"New Windsor, Ulster, New York",9,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Close&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
397,632,['Benjamin Hicks'],['Benjamin Hicks'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_Hicks&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
398,633,['David Collins'],['David Collins'],1,Match,Full Match,"Amenia, Dutchess, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=David_Collins&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
399,634,['John Augustus Graham'],['John Augustus Graham'],1,No Match,Too Many Potential Matches Found 14,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John Augustus_Graham&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
400,635,['Joseph Cahoon'],['Joseph Cahoon'],1,Match,Full Match,"Haverstraw, Orange, New York",8,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Joseph_Cahoon&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
401,636,['Leonard D Nicoll'],['Leonard D'],1,Match,Full Match,"New Windsor, Ulster, New York",3,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Leonard D_Nicoll&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
402,637,['James Miles Hughes'],['James Hughes'],1,Match,Full Match,"New York City North Ward, New York, New York",7,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James Miles_Hughes&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
403,639,['Enoch Leonard'],['Enoch Leonard'],1,Match,Full Match,"New York City Out Ward, New York, New York",5,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Enoch_Leonard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
404,640,['Wouter Knickerbacker'],['Wouter Knickerbacker'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Wouter_Knickerbacker&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
405,641,['Allada VanVeghter'],['Allada V'],1,Match,Full Match,"Schachticoke, Albany, New York",11,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Allada_VanVeghter&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
406,642,['Cornelius VamVeghter'],['Cornelius VamVeghter'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Cornelius_VamVeghter&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
407,643,['Michael Brooks'],['Michael Brooks'],1,No Match,Too Many Potential Matches Found 3,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Brooks&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0
408,645,['Garreet Merseilles'],['Garrit Merseilus'],1,Match,Full Match,"Watervliet, Albany, New York",1,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Garreet_Merseilles&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
409,646,['James Edwards'],['James Edwards'],1,No Match,No Match Found,,,,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Edwards&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0
