,Search Names,Location,Search Name,Original Names,Original Occupations,# debtholders,count,6p_Total,6p_def_Total,3p_Total,Family Size,Slavecount,Match Status,Match Reason,url,origin
231,"['Benjamin Bowen', 'Benjamin brown']",Rhode Island,Benjamin brown,"[[['Benjamin Bowen', 'Benjamin Brown transfer from treasury', 'Benjamin Brown Transferred from Treasury']], [['Benjamin Bowen', 'Benjamin Brown transfer from treasury', 'Benjamin Brown Transferred from Treasury']]]",[],2,1,66.0,82.0,97.0,,,No Match,Too Many Potential Matches Found (5),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Benjamin_brown&name_x=1_1&residence=_Rhode Island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
232,"['William Waterman', 'William Johnston']", Providence,William Waterman,"[[['William Waterman', 'William Waterman Johnson', 'William Waterman Johnston']], [['William Waterman', 'William Waterman Johnson', 'William Waterman Johnston']]]",['Yeoman'],2,1,63.0,80.0,94.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Waterman&name_x=1_1&residence=_johnston-providence-rhode+island-usa_5521&residence_x=1-0_1-1,Aggregated CD debt files
233,"['Elioner Walker', 'Eleanor Watkins']",Maryland,Eleanor Watkins,"[[['Eleanor Watkins', 'Eleanor Walker']], [['Eleanor Watkins', 'Eleanor Walker']]]",[],2,1,59.0,80.0,79.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Eleanor_Watkins&name_x=ps_ps&residence=_maryland-usa_23&residence_x=1-0_1-0,Aggregated CD debt files
234,"['John Rondall', 'John Randel']",Maryland,John Rondall,"[[['John Rondall', 'John Randall']], [['John Rondall', 'John Randall'], ['John Randall']]]",[],2,1,58.0,30.0,68.0,,,No Match,Too Many Potential Matches Found (3),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Rondall&name_x=ps_ps&residence=_maryland-usa_23&residence_x=1-0_1-0,Aggregated CD debt files
235,"['John Thompson', 'John Thomson']", Philadelphia,John Thomson,"[[['John Thompson', 'John Thomson']], [['John Thompson', 'John Thomson']]]",[],2,1,52.0,47.0,132.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Thomson&name_x=1_1&residence=_philadelphia-philadelphia-pennsylvania-usa_15153&residence_x=1-0_1-1,Aggregated CD debt files
236,"['Ephraim Wheater', 'Ephraim Wheaton']","Providence, Providence, Rhode Island",Ephraim Wheater,"[[['Ephraim Wheaten', 'Ephraim Wheater']], [['Ephraim Wheaten', 'Ephraim Wheater']]]",['Deacon'],2,1,51.0,25.0,44.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ephraim_Wheater&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Aggregated CD debt files
237,"['George Yeast', 'George Yost']","Frederick, Maryland",George Yeast,"[[['George Yeast', 'George Yoast']], [['George Yeast', 'George Yoast']]]",[],2,1,49.0,24.0,32.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Yeast&name_x=ps_ps&residence=_frederick-maryland-usa_1081&residence_x=1-0_1-0,Aggregated CD debt files
238,"['Thomas Wadsworth', 'William Turpin']","Charleston, Charleston, South Carolina",Thomas Wadsworth,"[[['Wadsworth and Turpin']], [['Wadsworth and Turpin']]]",['Charleston Merchants'],2,1,47.0,73.0,0.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Wadsworth&name_x=ps_ps&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=1-0_1-1,Aggregated CD debt files
239,"['Philip Rodenpeler', 'Philip Rodenpillar']","Frederick, Maryland",Philip Rodenpillar,"[[['Philip Rodenpiller', 'Philip Rodenpillar']], [['Philip Rodenpiller', 'Philip Rodenpillar']]]",[],2,1,41.0,70.0,125.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Philip_Rodenpillar&name_x=ps_ps&residence=_frederick-maryland-usa_1081&residence_x=1-0_1-0,Aggregated CD debt files
240,"['John Humpheys', 'John Humphreys']","Derby, New Haven, Connecticut",John Humpheys,"[[['John Humpheys', 'John Humphrey']], [['John Humphrey'], ['Zachariah Huntington', 'John Humphrey'], ['John Humpheys', 'John Humphrey']]]",[],2,1,35.0,17.0,9.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Humpheys&name_x=ps_ps&residence=_derby-new+haven-connecticut-usa_3332&residence_x=1-0_1-1,Aggregated CD debt files
241,"['Hugh Ervine', 'John Irvin']","St Phillips and St Michaels, Charleston, South Carolina",John Irvin,"[[['John and Hugh Irvin']], [['John and Hugh Irvin']]]",['Executor of Hugh Irvin'],2,1,29.0,64.0,84.0,5,3.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Irvin&name_x=1_1&residence=_South Carolina-usa_43&residence_x=1-0_1-0,Aggregated CD debt files
242,"['Robert Bawick', 'Robert Berwick']",,Robert Bawick,"['Robert Bawick', 'Robert Barwick']",,2,1,29.0,65.0,16.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Bawick&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
243,"['Jacob Starr', 'Jared Starr', 'Jonathan Starr']", Connecticut,Jonathan Starr,"[[['Jon and Jacob Starr', 'Jonathan and Jared Starr']], [['Jon and Jacob Starr', 'Jonathan and Jared Starr']], [['Jon and Jacob Starr', 'Jonathan and Jared Starr']]]",['Merchents'],3,1,27.0,63.0,0.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jonathan_Starr&name_x=1_1&residence=_new+london-new+london-connecticut-usa_3381&residence_x=1-0_1-1,Aggregated CD debt files
244,"['Jacob Starr', 'Jared Starr', 'Jonathan Starr']","New London, New London, Connecticut",Jacob Starr,"[[['Jon and Jacob Starr', 'Jonathan and Jared Starr']], [['Jon and Jacob Starr', 'Jonathan and Jared Starr']], [['Jon and Jacob Starr', 'Jonathan and Jared Starr']]]",['Merchents'],3,1,27.0,63.0,0.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Jacob_Starr&name_x=ps_ps&residence=_new+london-new+london-connecticut-usa_3381&residence_x=1-0_1-1,Aggregated CD debt files
245,"['Gustavus Austin', 'Isaac Bronson']","Suffield, Hartford, Connecticut",Gustavus Austin,"[[['Gustavus Austin', 'Isaac Bronson']], [['Gustavus Austin', 'Isaac Bronson']]]",[],2,1,26.0,63.0,885.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Gustavus_Austin&name_x=ps_ps&residence=_suffield-hartford-connecticut-usa_2521&residence_x=1-0_1-1,Aggregated CD debt files
246,"['William Wheater', 'William Wheaton']","Providence, Providence, Rhode Island",William Wheater,"[[['William Wheater', 'William Wheaten']], [['William Wheater', 'William Wheaten']]]",['Esquire'],2,1,5.0,52.0,149.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William_Wheater&name_x=ps_ps&residence=_providence-providence-rhode+island-usa_5531&residence_x=1-0_1-1,Aggregated CD debt files
247,"['James Greenleaf', 'James Watson']",,James Greenleaf,['Watson and Greenleaf'],,2,17,0.0,0.0,147636.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Greenleaf&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
248,"['Leonard Bleecker', 'Samuel Marsh']","Whites, Montgomery, New York",Samuel Marsh,"['Leonard Bleecker', 'Samuel March']",,2,16,0.0,0.0,79719.0,6.0,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Samuel_March&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
249,"['Herman LeRoy', 'William Bayard']",,Herman LeRoy,['Le Roy and Bayard'],,2,14,0.0,0.0,67012.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Herman_LeRoy&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
250,"['H and S Johnson ', 'William I Johnston']",,H and S Johnson ',['H and S Johnson and Co'],,2,32,0.0,0.0,59338.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=H and S Johnson_'&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
251,"['Charles John Michael De Wolf', 'Henry van der Borcht']",,Charles John Michael De Wolf,['Charles and Vanderborcht and DeWolf'],,2,1,0.0,0.0,11700.0,,,No Match,Too Many Potential Matches Found (7),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Charles John Michael De_Wolf&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
252,"['George Morewood', 'Edmund Moorewood']",,George Morewood,['George and Edm Morewood'],,2,3,0.0,0.0,10039.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=George_Morewood&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
253,"['James Constable', 'William Constable']",,James Constable,"['William and James Constable', 'William Constable']",,2,2,0.0,0.0,8907.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Constable&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
254,"['Alexander Mowatt', 'John Mowatt']",,Alexander Mowatt,"['John and Alexander Mowatt', 'John Mowatt']",,2,5,0.0,0.0,6419.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Alexander_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
255,"['John Davenport', 'James Davenport']",,John Davenport,['John and James Davenport'],,2,4,0.0,0.0,5701.0,,,No Match,Too Many Potential Matches Found (4),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Davenport&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
256,"['Guilian Crommelin', 'Robert Daniel']",,Robert Daniel,['Robert Daniel and Guilian Crommelin'],,2,1,0.0,0.0,3213.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Robert_Daniel&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
257,"['Dominick Lynch', 'Thomas Stoughton']","New York City West Ward, New York, New York",Dominick Lynch,"['Dominick Lynch', 'Lynch and Stoughton']",,2,1,0.0,0.0,2792.0,15.0,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Dominick_Lynch&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
258,"['J Shaw', 'Charles Shaw']",,J Shaw,"['Charles and J Shaw', 'Charles Shaw']",,2,1,0.0,0.0,2733.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=J_Shaw&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
259,"['John Pintard', 'Leonard Bleecker']","New York City East Ward, New York, New York",John Pintard,"['Pintard and Bleecker', 'Leonard Bleecker']",,2,3,0.0,0.0,1855.0,9.0,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=John_Pintard&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
260,"['Michael Bull', 'Thomas Bull']",,Michael Bull,['Michael and Thomas Bull'],,2,1,0.0,0.0,1001.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Bull&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
261,"['Henry Truax', 'Isaac Truax']", Albany,Isaac Truax,['Isaac and Henry Truax'],,2,4,0.0,0.0,884.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Isaac_Truax&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
262,"['Catherine Dow', 'Rachel Dow']", Albany,Catherine Dow,['Catherine and Rachel Dow'],,2,2,0.0,0.0,612.0,,,Match,Only Location Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Catherine_Dow&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
263,"['Seth Johnson', 'Horace Johnson']",Connecticut,Horace Johnson,"[[['Horace and Seth Johnson and Co']], [['Horace and Seth Johnson and Co']]]",[],2,1,0.0,0.0,532.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Horace_Johnson&name_x=ps_ps&residence=_connecticut-usa_9&residence_x=1-0_1-0,Aggregated CD debt files
264,"['Alexander Mowatt', 'Michael Mowatt']",,Michael Mowatt,"['John and Alexander Mowatt', 'Alexander and Michael Mowatt']",,2,1,0.0,0.0,511.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael_Mowatt&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
265,"['James Cole', 'Abraham Cole']",,James Cole,['Abraham and James Cole'],,2,1,0.0,0.0,360.0,,,No Match,Too Many Potential Matches Found (2),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Cole&name_x=1_1&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
266,"['Horace Johnston', 'Seth Johnston']",,Seth Johnston,['Horace and Seth Johnston'],,2,1,0.0,0.0,338.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Seth_Johnston&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
267,"['E Marsh', 'Daniel Marsh']",,E Marsh,['Daniel and E Marsh'],,2,1,0.0,0.0,202.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=E_Marsh&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
268,"['Abraham Paine', 'Michael Van Peene']",,Michael Van Peene,['Michael and Abraham Van Peene'],,2,1,0.0,0.0,180.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Michael Van_Peene&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
269,"['Francis Wainright', 'Andrew Caldwell']",,Andrew Caldwell,['Wainwright and Caldwell'],,2,1,0.0,0.0,178.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Andrew_Caldwell&name_x=ps_ps&residence=_new+york-usa_35&residence_x=_1-0,NY debt file
270,"['William Patterson', 'James Pattison']","Baltimore, Baltimore, Maryland",James Pattison,"[[['William Patterson'], ['William Patterson', 'James Pattison']], [['William Patterson', 'James Pattison']]]",[],3,1,0.0,167.0,176.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Pattison&name_x=ps_ps&residence=_baltimore-maryland-usa_223&residence_x=1-0_1-1,Aggregated CD debt files
271,"['Michael Bull', 'Thomas Bull']",Connecticut,Thomas Bull,"[[['Michael and Thomas Bull']], [['Michael and Thomas Bull']]]",[],3,1,0.0,0.0,91.0,,,No Match,Too Many Potential Matches Found (2),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Thomas_Bull&name_x=1_1&residence=_Connecticut-usa_9&residence_x=1-0_1-0,Aggregated CD debt files
272,"['James Bursill', 'Ja Manning']",Rhode Island,Ja Manning,"[[['Rev Ja Manning No 10315', 'Warrant for transferring into the books of this office from the Register of the Treasury Viz', 'No 11723 in Favor of James Bursill Jun from Register of Treasury']], [['Rev Ja Manning No 10315', 'Warrant for transferring into the books of this office from the Register of the Treasury Viz', 'No 11723 in Favor of James Bursill Jun from Register of Treasury']]]",[],2,1,0.0,5.0,70.0,,,No Match,No Match Found,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Ja_Manning&name_x=ps_ps&residence=_rhode+island-usa_42&residence_x=1-0_1-0,Aggregated CD debt files
273,"['Daniel Bordman', 'Elijah Boardman']","Wethersfield, Hartford, Connecticut",Elijah Boardman,"[[['Daniel and Elijah Boardman'], ['Daniel and Elijah Boardman', 'Dan and Elijah Boardman'], ['Daniel and Elijah Boradman', 'Daniel and Elijah Boardman', 'Dan and Elijah Boardman'], ['Dan and E Boardman', 'Daniel and Elijah Boardman']], [['Daniel and Elijah Boardman'], ['Daniel and Elijah Boardman', 'Dan and Elijah Boardman'], ['Daniel and Elijah Boradman', 'Daniel and Elijah Boardman', 'Dan and Elijah Boardman'], ['Dan and E Boardman', 'Daniel and Elijah Boardman']]]",[],3,1,0.0,0.0,64.0,6,0.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=Elijah_Boardman&name_x=1_1&residence=_Connecticut-usa_9&residence_x=1-0_1-0,Aggregated CD debt files
274,"['Richd Potter', 'James Potter']",Pennsylvania,James Potter,"[[['Richard and James Potter']], [['Richard and James Potter']]]",[],2,1,0.0,0.0,11.0,,,No Match,Too Many Potential Matches Found (8),https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=James_Potter&name_x=1_1&residence=_Pennsylvania-usa_41&residence_x=1-0_1-0,Aggregated CD debt files
275,"['Charles Crawley', 'George Cross']","St Phillips and St Michaels, Charleston, South Carolina",George Cross,"[[['Cross and Crowly']], [['Cross and Crowly']]]",['Merchant'],2,1,0.0,116.0,0.0,8,4.0,Match,Full Match,https://www-ancestrylibrary-com.proxy.uchicago.edu/search/collections/5058/?name=William+George_Cross&name_x=s_s&residence=_charleston-charleston-south+carolina-usa_21847&residence_x=1-0_1-1,Aggregated CD debt files
